ACT97415.1	ARO:3002999	CblA-1	mixed culture bacterium AX_gF3SD01_15
AJP77057	ARO:3003718	MSI-1	Massilia sp. SB1-3
AJP77058	ARO:3003719	MSI-OXA	Massilia sp. SB1-3
AJP77080	ARO:3003720	SPG-1	Sphingomonas sp. ALS-13
BAJ42218.1	ARO:3004612	Escherichia coli ampH	Escherichia coli DH1
ENX60508.1	ARO:3001743	OXA-288	Acinetobacter sp. CIP 70.18
ACM47284	ARO:3002934	vanSD	Enterococcus faecium
CAB45459.1	ARO:3002914	vanJ	Streptomyces coelicolor A3(2)
BAE83690.1	ARO:3003724	vanWI	Desulfitobacterium hafniense Y51
ASE57902.1	ARO:3003731	fusD	Staphylococcus saprophyticus
BAL43359.1	ARO:3003742	mphG	Photobacterium damselae subsp. damselae
KTE89608.1	ARO:3003723	vanI	Desulfitobacterium hafniense
BAE85481.1	ARO:3003727	vanKI	Desulfitobacterium hafniense Y51
BAE85478.1	ARO:3003728	vanRI	Desulfitobacterium hafniense Y51
ACL19707.1	ARO:3003725	vanXI	Desulfitobacterium hafniense DCB-2
AHN07464.1	ARO:3001534	OXA-346	Acinetobacter baumannii
AKR53961.1	ARO:3003595	OXA-439	Escherichia coli
ALC79292.1	ARO:3003634	OXA-477	Brachyspira pilosicoli
AAF63432	ARO:3003744	vatF	Yersinia enterocolitica
AGT57825	ARO:3003762	lnuE	synthetic construct
BAL43360.1	ARO:3003745	mefC	Photobacterium damselae subsp. damselae
AAA26793	ARO:3003748	oleC	Streptomyces antibioticus
AGN74946	ARO:3003749	salA	Staphylococcus sciuri subsp. sciuri
AJD73064.1	ARO:3001301	RlmA(II)	Streptococcus pneumoniae
AKS43590.1	ARO:3003655	ACT-38	Citrobacter freundii
ADP36409.1	ARO:3003730	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacterium bifidum PRL2010
CAC99773.1	ARO:3003770	Listeria monocytogenes mprF	Listeria monocytogenes EGD-e
Q8FW76	ARO:3003772	Brucella suis mprF	Brucella suis
ABG86067.1	ARO:3003773	Clostridium perfringens mprF	Clostridium perfringens SM101
AAN00989.1	ARO:3003774	Streptococcus agalactiae mprF	Streptococcus agalactiae 2603V/R
AMR06225.1	ARO:3003767	mphM	Bacillus thuringiensis
CAG41812.1	ARO:3003733	fusC	Staphylococcus aureus subsp. aureus MSSA476
AKA86814	ARO:3003746	optrA	Enterococcus faecalis
AEY83581	ARO:3000510	mupB	Staphylococcus aureus
CAA53189	ARO:3000521	mupA	Staphylococcus aureus
ABI18382.1	ARO:3003855	ADC-10	Acinetobacter baumannii
AEL30572.1	ARO:3004617	ADC-30	Acinetobacter baumannii
AFG25594.1	ARO:3004618	ADC-58	Acinetobacter baumannii
AKQ05891.1	ARO:3004613	Tet(47)	uncultured bacterium
AAO47226.2	ARO:3003318	Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin	Streptomyces rishiriensis
ADG46039.1	ARO:3004615	ADC-11	Acinetobacter baumannii AYE
CAD37801.1	ARO:3003793	SPM-1	Pseudomonas aeruginosa
CBI75448.1	ARO:3001831	ACT-8	Escherichia coli
AFG25595.1	ARO:3004619	ADC-59	Acinetobacter baumannii
AAZ42322.1	ARO:3003836	qacH	Vibrio cholerae
ANK04027.1	ARO:3003838	gadW	Escherichia coli O25b:H4
ACJ42146.1	ARO:3003796	Acinetobacter baumannii AmpC beta-lactamase	Acinetobacter baumannii AB0057
CAE00499.1	ARO:3003835	cdeA	Clostridioides difficile
AFR53898.2	ARO:3001551	OXA-364	Achromobacter dolens
AKR53962.1	ARO:3003596	OXA-440	Acinetobacter baumannii
ALC79293.1	ARO:3003635	OXA-478	Brachyspira pilosicoli
AAB81957.1	ARO:3004784	FAR-1	Nocardia farcinica
AZA07958.1	ARO:3004844	LEN-41	Klebsiella variicola subsp. tropicalensis
BAQ22139.1	ARO:3003204	TLA-3	Serratia marcescens
AFH53180.1	ARO:3004620	ADC-60	Acinetobacter baumannii
AKN19901.1	ARO:3003842	MUS-2 beta-lactamase	Myroides odoratimimus
AIG22447.1	ARO:3002191	MOX-9	Citrobacter freundii
BAQ22025.1	ARO:3003200	AAC(6')-Ian	Serratia marcescens
AAC73788.1	ARO:3003841	kdpE	Escherichia coli str. K-12 substr. MG1655
AGB34168.1	ARO:3002474	LEN-26	Klebsiella pneumoniae
AAO43172.1	ARO:3003848	ADC-2	Oligella urethralis
AEU11363.1	ARO:3004622	QnrS10	Klebsiella pneumoniae
ABS70978.1	ARO:3004621	AAC(3)-IIe	Escherichia coli
ABS70977.1	ARO:3004623	AAC(3)-IId	Escherichia coli
AFM45990.1	ARO:3004624	QnrS11	Escherichia coli
OPG86592.1	ARO:3004626	Erm(49)	Bifidobacterium breve
AAK63041.1	ARO:3004629	AAC(6')-Im	Escherichia coli
AFP89364.1	ARO:3004633	ADC-67	Acinetobacter baumannii
ALA14808.1	ARO:3004634	ADC-73	Acinetobacter baumannii
AAA90937.1	ARO:3004635	AAC(6')-Il	Klebsiella aerogenes] Partial
APC93960.1	ARO:3004636	qnrE1	Klebsiella pneumoniae
AQV34023.1	ARO:3004637	qnrE2	Escherichia coli
NP_862226.1	ARO:3004639	Corynebacterium striatum tetA	Corynebacterium striatum
CAI29521.1	ARO:3004640	dfrA15b	Salmonella enterica subsp. enterica
AEA07977.1	ARO:3004641	aacA43	Klebsiella pneumoniae
WP_010896559.1	ARO:3004643	Erm(K)	Bacillus halodurans
CAB06660.1	ARO:3004644	dfrA6 from Proteus mirabilis	Proteus mirabilis
ABO40886.1	ARO:3004645	dfrI	Yersinia ruckeri
AHF82023.1	ARO:3004647	AQU-2	Aeromonas hydrophila
CDF47262.1	ARO:3004649	cfr(B)	Clostridioides difficile
AAB08924.1	ARO:3004650	tetU	Enterococcus faecium
AGU01679.2	ARO:3003894	Rm3 beta-lactamase	uncultured bacterium
CAB77444.1	ARO:3003847	ADC-1	Acinetobacter baumannii
AAO59456.1	ARO:3003849	ADC-3	Acinetobacter baumannii
AAO59457.1	ARO:3003850	ADC-4	Acinetobacter baumannii
AUD40659.1	ARO:3003852	ADC-6	Acinetobacter baumannii
AAT70411.1	ARO:3003853	ADC-7	Acinetobacter baumannii
CAL25116.3	ARO:3003854	ADC-8	Acinetobacter baylyi ADP1
CAE00827.1	ARO:3003851	ADC-5	Acinetobacter pittii
CAK95249.1	ARO:3003856	ADC-12	Acinetobacter pittii
OIZ71829.1	ARO:3004625	QnrS12	Escherichia coli
ADA62098.1	ARO:3003905	ANT(4')-Ib	Staphylococcus aureus
AFK24475.1	ARO:3004632	ADC-62	Acinetobacter baumannii
ANZ79476.1	ARO:3003908	Erm(47)	Helcococcus kunzii
BAN78519.1	ARO:3004638	AAC(6')-Iag	Pseudomonas aeruginosa
AAN85115.1	ARO:3004642	dfrA3b	Citrobacter freundii] Partial
AHF82024.1	ARO:3004648	AQU-3	Aeromonas dhakensis
ABB43029.1	ARO:3002539	AAC(3)-IV	Escherichia coli
AMB19637.1	ARO:3001555	OXA-368	Aeromonas sobria
AIW68620.1	ARO:3003158	TEM-220	Neisseria gonorrhoeae
AAP43109.1	ARO:3003922	oqxA	Escherichia coli
AAP43110.2	ARO:3003923	oqxB	Escherichia coli
ENW94121.1	ARO:3001746	OXA-291	Acinetobacter sp. ANC 4105
CBL58181.1	ARO:3003918	apmA	Staphylococcus aureus
XP_753111.1	ARO:3003942	abcA	Aspergillus fumigatus Af293
AIG22448.1	ARO:3001558	OXA-372	Citrobacter freundii
ACX65640.1	ARO:3003907	cipA	Paenibacillus sp. Y412MC10
AFZ84684.1	ARO:3003597	OXA-441	Acinetobacter baumannii
ALC79294.1	ARO:3003636	OXA-479	Brachyspira pilosicoli
AFV91534.1	ARO:3004786	FIM-1	Pseudomonas aeruginosa] Partial
CAB61635.1	ARO:3004788	FONA-1	Serratia fonticola
AJI75632.1	ARO:3004795	FPH-1	Francisella philomiragia subsp. philomiragia ATCC 25015
AZP56652.1	ARO:3004627	QnrS15	Escherichia coli
AAA26779.1	ARO:3004652	Erm(O)-lrm	Streptomyces lividans
WP_104671188.1	ARO:3003948	efrA	Enterococcus faecalis
CDO61516.1	ARO:3003949	efrB	Enterococcus faecium
AAC74000.1	ARO:3003950	msbA	Escherichia coli str. K-12 substr. MG1655
ADO96486.1	ARO:3003953	hmrM	Haemophilus influenzae R2846
BAG75524.1	ARO:3003954	efmA	Enterococcus faecium
CCP45647.1	ARO:3003955	efpA	Mycobacterium tuberculosis H37Rv
AAF40763.1	ARO:3003961	farA	Neisseria meningitidis MC58
AAF40764.1	ARO:3003962	farB	Neisseria meningitidis MC58
AAD08227.1	ARO:3003964	hp1181	Helicobacter pylori 26695
AAC43550.1	ARO:3003967	lrfA	Mycolicibacterium smegmatis MC2 155
ABF33001.1	ARO:3003969	lmrP	Streptococcus pyogenes MGAS9429
CAA37805.1	ARO:3004656	catII from Escherichia coli K-12	Escherichia coli K-12
AAA25655.1	ARO:3004657	catA4	Proteus mirabilis
CDL65151.1	ARO:3003971	erm(44)	Staphylococcus xylosus
AFN69318.1	ARO:3004658	catA8	Listeria monocytogenes
AAF74725.1	ARO:3004659	Mef(En2)	Bacteroides fragilis
AID93387.1	ARO:3004660	catB11	Klebsiella oxytoca KONIH1
AEO25219.1	ARO:3004651	lin	Listeria monocytogenes FSL R2-561
EHS19134.1	ARO:3004661	Staphylococcus aureus FosB	Staphylococcus aureus subsp. aureus IS-88
ASU10319.1	ARO:3004662	MCR-3.3	Aeromonas veronii
AVL76727.1	ARO:3004663	FusF	Staphylococcus cohnii
BAA14147.1	ARO:3004667	Staphylococcus aureus norA	Staphylococcus aureus
AAC75271.1	ARO:3003952	yojI	Escherichia coli str. K-12 substr. MG1655
BAE05988.1	ARO:3004670	FosB1	Staphylococcus haemolyticus JCSC1435
ALM24139.1	ARO:3004671	FosB4	Staphylococcus aureus
BAM16262.1	ARO:3004628	AAC(2')-IIa	Burkholderia glumae
ENU21024.1	ARO:3001751	OXA-296	Acinetobacter bohemicus ANC 3994
ABW91179.1	ARO:3004665	cmlA8	Pseudomonas aeruginosa
AAL02176.1	ARO:3004669	emtA	Enterococcus faecium] Partial
ALN12426.1	ARO:3004672	FosB5	Staphylococcus aureus
CAD91341.1	ARO:3004675	aphA15	Pseudomonas aeruginosa
ENX53612.1	ARO:3001747	OXA-292	Acinetobacter sp. NIPH 1867
CDM87362.1	ARO:3001559	OXA-373	Acinetobacter johnsonii
AKU37610.1	ARO:3003598	OXA-442	Acinetobacter baumannii
ALL53530.1	ARO:3003637	OXA-480	Acinetobacter baumannii
CAB61637.1	ARO:3004789	FONA-2	Serratia fonticola
ALE30770.1	ARO:3004797	FRI-1	Enterobacter cloacae
AZA07959.1	ARO:3004845	LEN-42	Klebsiella variicola subsp. tropicalensis
ADI87853.1	ARO:3004666	pexA	uncultured bacterium Ak20-3
ALM24145.1	ARO:3004673	FosB6	Staphylococcus aureus
ADW66527.1	ARO:3004677	rmtD2	Klebsiella aerogenes] Partial
APB03214.1	ARO:3003980	tetA(48)	Paenibacillus sp. LC231
AAG11411.2	ARO:3004680	APH(3')-VIIIa	Streptomyces rimosus
APB03216.1	ARO:3003982	LlmA 23S ribosomal RNA methyltransferase	Paenibacillus sp. LC231
APB03217.1	ARO:3003983	CatU	Paenibacillus sp. LC231
APB03218.1	ARO:3003984	BahA	Paenibacillus sp. LC231
APB03219.1	ARO:3003986	TaeA	Paenibacillus sp. LC231
APB03220.1	ARO:3003987	VatI	Paenibacillus sp. LC231
APB03221.1	ARO:3003988	AAC(2')-IIb	Paenibacillus sp. LC231
APB03223.1	ARO:3003989	AAC(6')-34	Paenibacillus sp. LC231
APB03225.1	ARO:3003990	VgbC	Paenibacillus sp. LC231
APB03226.1	ARO:3003991	mphI	Paenibacillus sp. LC231
APB03222.1	ARO:3003992	rphB	Paenibacillus sp. LC231
APB03224.1	ARO:3003994	cpaA	Paenibacillus sp. LC231
AAA27459.1	ARO:3004683	aadS	Transposon Tn4551
WP_001572373.1	ARO:3004684	MCR-9	Enterobacteriales
APM84488.1	ARO:3004685	MCR-1.5	Escherichia coli
ATM29809.1	ARO:3004688	MCR-1.11	Escherichia coli
CTQ57092.1	ARO:3004682	aadA27	Acinetobacter lwoffii
AVZ47168.1	ARO:3004693	MCR-3.12	Escherichia coli
AAA88560.1	ARO:3004699	sta	Streptomyces lavendulae
AAL36430.1	ARO:3004692	aadA10	Pseudomonas aeruginosa
CAJ13568.1	ARO:3004704	aadA8b	Escherichia coli
AHB37625.1	ARO:3004715	vga(E) Staphylococcus cohnii	Staphylococcus cohnii
QBQ85438.1	ARO:3004719	Tet(X3)	Acinetobacter baumannii
WP_032877719.1	ARO:3001748	OXA-293	Acinetobacter sp. ANC 3929
AAN41430.1	ARO:3001578	OXA-392	uncultured bacterium
APB03215.1	ARO:3003981	tetB(48)	Paenibacillus sp. LC231
BAG12271.1	ARO:3004674	FosD	Staphylococcus aureus
ADA63498.1	ARO:3004678	rmtE	Escherichia coli
AQQ11622.1	ARO:3004686	MCR-1.7	Escherichia coli
BBB21811.1	ARO:3004689	MCR-1.12	Escherichia coli
AVK94777.1	ARO:3004694	MCR-4.2	Escherichia coli
QBQ69719.1	ARO:3004720	Tet(X4)	Escherichia coli
ENU93232.1	ARO:3001749	OXA-294	Acinetobacter sp. NIPH 758
SOX29786.1	ARO:3004730	tva(A)	Brachyspira hyodysenteriae
AIS39036.1	ARO:3001586	OXA-400	Acinetobacter baumannii
PLT17746.1	ARO:3003599	OXA-443	Ralstonia mannitolilytica
AKF41839.1	ARO:3003639	OXA-482	Acinetobacter baumannii
CAB61639.1	ARO:3004790	FONA-3	Serratia fonticola
BAX00166.1	ARO:3004798	FRI-2	Enterobacter asburiae
AZA07957.1	ARO:3004846	LEN-43	Klebsiella variicola subsp. tropicalensis
AYP70146.1	ARO:3004870	NDM-27	Escherichia coli
ADX04315.1	ARO:3003870	ADC-31	Acinetobacter baumannii 1656-2
ACC95874.1	ARO:3003871	ADC-39	Acinetobacter baumannii
ALD03565.1	ARO:3004679	rmtE2	Escherichia coli] Partial
AQY61516.1	ARO:3004687	MCR-1.8	Escherichia coli
AVM85874.1	ARO:3004690	MCR-1.13	Escherichia coli
AUI38915.1	ARO:3004695	MCR-4.3	Enterobacter cloacae
AIS39035.1	ARO:3001588	OXA-402	Acinetobacter baumannii
ENW35072.1	ARO:3001717	OXA-261	Acinetobacter baumannii NIPH 201
ENX19403.1	ARO:3001750	OXA-295	Acinetobacter sp. NIPH 2168
AIS39034.1	ARO:3001587	OXA-401	Acinetobacter baumannii
BAQ55594.1	ARO:3003600	OXA-444	Ralstonia mannitolilytica
AKF41840.1	ARO:3003640	OXA-483	Acinetobacter baumannii
CAB61641.1	ARO:3004791	FONA-4	Serratia fonticola
AQS23610.1	ARO:3004799	FRI-3	Enterobacter cloacae
ADA78299.1	ARO:3004801	FTU-1	Francisella tularensis subsp. tularensis NE061598
AAT68577.1	ARO:3004802	GOB-10	Elizabethkingia meningoseptica
AYW19907.1	ARO:3004847	LEN-51	Klebsiella sp. P1CD1
QAT97614.1	ARO:3004871	NDM-28	Klebsiella pneumoniae
AAG05916.1	ARO:3004073	MuxA	Pseudomonas aeruginosa PAO1
SBZ31568.1	ARO:3004691	MCR-3.4	Klebsiella pneumoniae
AVK94779.1	ARO:3004696	MCR-4.4	Escherichia coli
ALL27283.1	ARO:3001452	OXA-140	Klebsiella pneumoniae subsp. pneumoniae] Partial
ENW50687.1	ARO:3001718	OXA-262	Acinetobacter baumannii NIPH 67
ENX09209.1	ARO:3001752	OXA-297	Acinetobacter sp. NIPH 1847
AIM47095.1	ARO:3001589	OXA-403	Acinetobacter baumannii
ABA28305.2	ARO:3000462	mgtA	Streptomyces lividans
AVK94778.1	ARO:3004697	MCR-4.5	Escherichia coli
ENV88740.1	ARO:3001707	OXA-103	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788
ENW43915.1	ARO:3001719	OXA-263	Acinetobacter baumannii NIPH 329
ENX40034.1	ARO:3001753	OXA-298	Acinetobacter sp. NIPH 3623
SIP52035.1	ARO:3004054	Pseudomonas aeruginosa CpxR	Pseudomonas aeruginosa
AIM47096.1	ARO:3001595	OXA-404	Acinetobacter baumannii
AKI29907.1	ARO:3003602	OXA-446	Campylobacter jejuni
ALI16502.1	ARO:3003641	OXA-484	Klebsiella pneumoniae
CAB61643.1	ARO:3004792	FONA-5	Serratia fonticola
AAT68578.1	ARO:3004803	GOB-11	Elizabethkingia meningoseptica
OZM21578.1	ARO:3004848	LEN-55	Klebsiella variicola
ANZ79241.1	ARO:3004036	tetB(60)	uncultured bacterium
AET10444.1	ARO:3004032	tetA(46)	Streptococcus australis
AET10445.1	ARO:3004033	tetB(46)	Streptococcus australis
ANZ79240.1	ARO:3004035	tetA(60)	uncultured bacterium
AAG16656.1	ARO:3002705	floR	Escherichia coli
AAG05913.1	ARO:3004072	OpmB	Pseudomonas aeruginosa PAO1
AVM85875.1	ARO:3004698	MCR-5.2	Escherichia coli
AAF09244.1	ARO:3000849	SFH-1	Serratia fonticola
ALH22601.1	ARO:3000620	adeL	Acinetobacter baumannii
AAK70220.1	ARO:3002312	KPC-1	Klebsiella pneumoniae
AAG08375.1	ARO:3004038	Pseudomonas aeruginosa emrE	Pseudomonas aeruginosa PAO1
CAA77936.1	ARO:3004039	Escherichia coli emrE	Escherichia coli
ABX45061.1	ARO:3001444	OXA-122	Acinetobacter baumannii
CAC41008.1	ARO:3004041	Klebsiella pneumoniae acrA	Klebsiella pneumoniae
ABG77965.1	ARO:3004042	Enterobacter cloacae acrA	Enterobacter cloacae
AAC73565.1	ARO:3004043	Escherichia coli acrA	Escherichia coli str. K-12 substr. MG1655
ENW20318.1	ARO:3001720	OXA-264	Acinetobacter haemolyticus CIP 64.3
ENV82218.1	ARO:3001754	OXA-299	Acinetobacter bouvetii DSM 14964 = CIP 107468
AJA30430.1	ARO:3001596	OXA-405	Serratia marcescens
AKI29908.1	ARO:3003603	OXA-447	Campylobacter jejuni
KSG40284.1	ARO:3003642	OXA-485	Pseudomonas aeruginosa
CAB61645.1	ARO:3004793	FONA-6	Serratia fonticola
AAT68579.1	ARO:3004804	GOB-12	Elizabethkingia meningoseptica
SXE97430.1	ARO:3004849	LEN-58	Klebsiella variicola
ALV80601.1	ARO:3003801	bcr-1	Pseudomonas aeruginosa
ABX45062.1	ARO:3001445	OXA-123	Acinetobacter baumannii
EEL41021.1	ARO:3003072	mphL	Bacillus cereus Rock3-29
AAG07106.1	ARO:3004056	ArmR	Pseudomonas aeruginosa PAO1
RFX69805.1	ARO:3001721	OXA-265	Acinetobacter haemolyticus
ENV20093.1	ARO:3001755	OXA-300	Acinetobacter bereziniae NIPH 3
AJD07402.1	ARO:3001597	OXA-406	Acinetobacter baumannii
AHH86051.1	ARO:3004063	EdeQ	Brevibacillus brevis
AKI29909.1	ARO:3003604	OXA-448	Campylobacter jejuni
QBY97442.1	ARO:3003643	OXA-486	Pseudomonas aeruginosa
AAT68580.1	ARO:3004805	GOB-13	Elizabethkingia meningoseptica
AGH88989.1	ARO:3001205	determinant of bleomycin resistance	Acinetobacter baumannii
AAA22851.1	ARO:3000179	tet(L)	Geobacillus stearothermophilus
AEX49906.1	ARO:3003583	basS	Pseudomonas aeruginosa
AAN28945	ARO:3003785	Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin	Chlamydia trachomatis
AAG05882.1	ARO:3000804	MexF	Pseudomonas aeruginosa PAO1
AAG03816.1	ARO:3000379	OprM	Pseudomonas aeruginosa PAO1
CAK95243.1	ARO:3003862	ADC-18	Acinetobacter pittii
CAK95242.1	ARO:3003863	ADC-19	Acinetobacter pittii
CAK95241.1	ARO:3003864	ADC-20	Acinetobacter pittii
CAK95240.1	ARO:3003865	ADC-21	Acinetobacter pittii
CAK95239.1	ARO:3003866	ADC-22	Acinetobacter pittii
CAK95238.1	ARO:3003867	ADC-23	Acinetobacter pittii
AAG05915.1	ARO:3004074	MuxB	Pseudomonas aeruginosa PAO1
ABX45063.1	ARO:3001446	OXA-124	Acinetobacter baumannii
ENV38192.1	ARO:3001722	OXA-266	Acinetobacter venetianus RAG-1 = CIP 110063
AAG05914	ARO:3004075	MuxC	Pseudomonas aeruginosa PAO1
ENV90372.1	ARO:3001756	OXA-301	Acinetobacter bereziniae LMG 1003 = CIP 70.12
AJD07403.1	ARO:3001598	OXA-407	Acinetobacter baumannii
AKI29910.1	ARO:3003605	OXA-449	Campylobacter jejuni
AKI29919.1	ARO:3003609	OXA-453	Campylobacter jejuni
TKV86805.1	ARO:3003645	OXA-488	Pseudomonas aeruginosa
APY23733.1	ARO:3004734	ARL-1	Staphylococcus arlettae
ABU39980.1	ARO:3004749	BCL-1	Bacillus clausii
AAA92126.1	ARO:3004761	BRO-1	Moraxella catarrhalis
AAT68582.1	ARO:3004806	GOB-14	Elizabethkingia meningoseptica
AMY61250.1	ARO:3004092	HMB-1 beta-lactamase	Pseudomonas aeruginosa
AIG20028.1	ARO:3004745	MIR-23	Enterobacter cloacae
AAG04750.1	ARO:3004077	PmpM	Pseudomonas aeruginosa PAO1
EPF73263	ARO:3004086	APH(3')-VIII	Acinetobacter rudis CIP 110305
ENV34035	ARO:3004087	APH(3')-IX	Acinetobacter gerneri DSM 14967 = CIP 107464
APU52409.1	ARO:3004085	lnuG	Enterococcus faecalis
CAA26199.1	ARO:3004089	ANT(3'')-IIa	Escherichia coli
ENU91137	ARO:3004090	ANT(3'')-IIb	Acinetobacter sp. NIPH 758
ENU37733	ARO:3004091	ANT(3'')-IIc	Acinetobacter parvus DSM 16617 = CIP 108168
AOT73359.1	ARO:3004093	NDM-17	Escherichia coli
ABK34773.1	ARO:3003868	ADC-25	Acinetobacter baumannii
ABX45064.1	ARO:3001447	OXA-125	Acinetobacter baumannii
CAH14032.1	ARO:3004099	LpeA	Legionella pneumophila str. Paris
CAH14033.1	ARO:3004100	LpeB	Legionella pneumophila str. Paris
ENV93423.1	ARO:3001723	OXA-267	Acinetobacter calcoaceticus ANC 3680
WP_063964000.1	ARO:3004102	kamB	Streptoalloteichus tenebrarius
ACF70723.1	ARO:3004103	QepA2	Escherichia coli] Partial
ENX18112.1	ARO:3001757	OXA-302	Acinetobacter sp. CIP 64.2
CBY88906.1	ARO:3004105	TMB-1	Achromobacter sp. sallbros1
BAM73613.1	ARO:3004106	TMB-2	Acinetobacter courvalinii
AAG05661.1	ARO:3004107	Pseudomonas aeruginosa soxR	Pseudomonas aeruginosa PAO1
AJD07404.1	ARO:3001599	OXA-408	Acinetobacter baumannii
SBV31106.1	ARO:3004110	MCR-2	Escherichia coli
AMQ12811.1	ARO:3004111	FosA6	Escherichia coli
KKE03230.1	ARO:3004113	FosA7	Salmonella enterica subsp. enterica serovar Heidelberg
AKI29914.1	ARO:3003606	OXA-450	Campylobacter coli
ALC76097.1	ARO:3003611	OXA-455	Achromobacter insuavis
AAP82271	ARO:3004123	Burkholderia pseudomallei Omp38	Burkholderia pseudomallei
APY23841.1	ARO:3004735	ARL-2	Staphylococcus arlettae
EIM09515.1	ARO:3004747	BAT-1	Bacillus atrophaeus C89
AAF61147.1	ARO:3004751	BES-1	Serratia marcescens
CAA90891.1	ARO:3004762	BRO-2	Moraxella catarrhalis ATCC 43617
ASF81896.1	ARO:3004139	MCR-3	Escherichia coli
EGP45230	ARO:3004142	OprZ	Achromobacter insuavis AXX-A
EGP45232.2	ARO:3004143	AxyX	Achromobacter insuavis AXX-A
EGP45231.1	ARO:3004144	AxyY	Achromobacter insuavis AXX-A
CAL84423.1	ARO:3004146	cfrC	Clostridium botulinum A str. ATCC 3502
ABX45065.1	ARO:3001448	OXA-126	Acinetobacter baumannii
AQX82857.1	ARO:3004185	mecD	Macrococcus caseolyticus
BAD59497.1	ARO:3000501	Nocardia rifampin resistant beta-subunit of RNA polymerase (rpoB2)	Nocardia farcinica IFM 10152
AFH35853.1	ARO:3001328	Escherichia coli mdfA	Escherichia coli
CAD31707.1	ARO:3002691	Salmonella enterica cmlA	Salmonella enterica subsp. enterica serovar Typhimurium
CAC32082.1	ARO:3002527	AAC(2')-Ie	Mycobacterium leprae
AAR20596.1	ARO:3004189	Bla2	Bacillus anthracis
AAW34150.1	ARO:3004191	APH(2'')-If	Campylobacter jejuni
ANR95875.1	ARO:3004194	MCR-1.2	Klebsiella pneumoniae
AAY53478.1	ARO:3004213	GOB-18	Elizabethkingia meningoseptica
AAK14791	ARO:3004239	NPS-1	Pseudomonas aeruginosa
AAF94716.1	ARO:3004289	Vibrio cholerae varG	Vibrio cholerae O1 biovar El Tor str. N16961
AAC77110.1	ARO:3004290	Escherichia coli ampC	Escherichia coli str. K-12 substr. MG1655
ABA81355.1	ARO:3004291	Rhodobacter sphaeroides ampC beta-lactamase	Rhodobacter sphaeroides 2.4.1
AAT46346.1	ARO:3004292	Laribacter hongkongensis ampC beta-lactamase	Laribacter hongkongensis
AAN17791.1	ARO:3004294	BUT-1	Buttiauxella agrestis
CAK95248.2	ARO:3003857	ADC-13	Acinetobacter pittii
CAK95247.1	ARO:3003858	ADC-14	Acinetobacter pittii
CAK95246.1	ARO:3003859	ADC-15	Acinetobacter pittii
CAK95244.1	ARO:3003861	ADC-17	Acinetobacter pittii
CAK95245.1	ARO:3003860	ADC-16	Acinetobacter pittii
ACN62070.1	ARO:3003872	ADC-41	Acinetobacter pittii
ACN62071.1	ARO:3003873	ADC-42	Acinetobacter pittii
ACN62072.1	ARO:3003874	ADC-43	Acinetobacter pittii
ACN62073.1	ARO:3003876	ADC-44	Acinetobacter pittii
AEG47700.1	ARO:3003878	ADC-56	Acinetobacter baumannii
AFI56570.1	ARO:3003879	ADC-61	Acinetobacter baumannii
ALA14809.1	ARO:3003880	ADC-74	Acinetobacter baumannii
ALA14810.1	ARO:3003881	ADC-75	Acinetobacter baumannii
ALA14811.1	ARO:3003882	ADC-76	Acinetobacter baumannii
ALA14812.1	ARO:3003883	ADC-77	Acinetobacter baumannii
ALA14813.1	ARO:3003884	ADC-78	Acinetobacter baumannii
ALA14814.1	ARO:3003885	ADC-79	Acinetobacter baumannii
ALA14816.1	ARO:3003887	ADC-81	Acinetobacter baumannii
EXE65374.1	ARO:3003888	ADC-82	Acinetobacter baumannii 1552865
ASR73329.1	ARO:3004325	MCR-4	Salmonella sp.
ASK40551.1	ARO:3004332	MCR-5	Salmonella enterica subsp. enterica serovar Paratyphi B
AKR18013.1	ARO:3004336	PDC-73	Pseudomonas aeruginosa
AKR18014.1	ARO:3004337	PDC-74	Pseudomonas aeruginosa
AKR18015.1	ARO:3004338	PDC-75	Pseudomonas aeruginosa
AKR18016.1	ARO:3004339	PDC-76	Pseudomonas aeruginosa
AKR18017.1	ARO:3004340	PDC-77	Pseudomonas aeruginosa
AKR18018.1	ARO:3004341	PDC-78	Pseudomonas aeruginosa
AKR18019.1	ARO:3004342	PDC-79	Pseudomonas aeruginosa
AKR18020.1	ARO:3004343	PDC-80	Pseudomonas aeruginosa
AKR18021.1	ARO:3004344	PDC-81	Pseudomonas aeruginosa
AKR18022.1	ARO:3004345	PDC-82	Pseudomonas aeruginosa
AKR18023.1	ARO:3004346	PDC-83	Pseudomonas aeruginosa
AKR18024.1	ARO:3004347	PDC-84	Pseudomonas aeruginosa
AKR18025.1	ARO:3004348	PDC-85	Pseudomonas aeruginosa
AKR18026.1	ARO:3004349	PDC-86	Pseudomonas aeruginosa
AKR18027.1	ARO:3004350	PDC-87	Pseudomonas aeruginosa
AKR18028.1	ARO:3004351	PDC-88	Pseudomonas aeruginosa
AKR18029.1	ARO:3004352	PDC-89	Pseudomonas aeruginosa
AKR18030.1	ARO:3004353	PDC-90	Pseudomonas aeruginosa
